state,city,year,storeType,price
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.25
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.14
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.57
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.14
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.57
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.4
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.57
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.57
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,13
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,13
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.87
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,13
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,13
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13.5
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.43
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13.5
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,10.88
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.5
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13.5
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,11.25
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.5
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,13.5
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,12.6
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,11.25
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.5
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,14
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,13.4
Tamaulipas,Reynosa,2011,Mom and Pop Store,12.5
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,11.25
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.5
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Mom and Pop Store,10.63
NuevoLeon,ZM Monterrey,2011,Mom and Pop Store,12.77
Sonora,Hermosillo,2011,Mom and Pop Store,15.25
Tamaulipas,Cd. Victoria,2011,Mom and Pop Store,12.5
Sonora,Nogales,2011,Mom and Pop Store,13
Tamaulipas,Matamoros,2011,Mom and Pop Store,14
Tamaulipas,Nuevo Laredo,2011,Mom and Pop Store,12.5
Chihuahua,Chihuahua,2011,Mom and Pop Store,13.8
Tamaulipas,Reynosa,2011,Mom and Pop Store,13.25
BajaCalifornia,Mexicali,2011,Mom and Pop Store,15.4
Chihuahua,Cd. Juárez,2011,Mom and Pop Store,11.25
Tamaulipas,Tampico,2011,Mom and Pop Store,11.67
BajaCalifornia,Tijuana,2011,Mom and Pop Store,13
Coahuila,Piedras Negras,2011,Mom and Pop Store,14
NuevoLeon,Monterrey,2011,Mom and Pop Store,12.5
Sonora,Cd. Obregón,2011,Mom and Pop Store,13
Coahuila,Saltillo,2011,Big Retail Store,7
Sonora,Nogales,2011,Big Retail Store,6.77
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.57
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.33
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,6.27
Coahuila,Saltillo,2011,Big Retail Store,7.2
Sonora,Nogales,2011,Big Retail Store,6.77
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.13
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.33
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.2
Sonora,Nogales,2011,Big Retail Store,6.77
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.23
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.33
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.2
Sonora,Nogales,2011,Big Retail Store,7.23
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.33
NuevoLeon,Monterrey,2011,Big Retail Store,7.65
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.2
Sonora,Nogales,2011,Big Retail Store,7.43
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.33
NuevoLeon,Monterrey,2011,Big Retail Store,7.77
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.2
Sonora,Nogales,2011,Big Retail Store,7.43
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.12
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.33
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.2
Sonora,Nogales,2011,Big Retail Store,7.43
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.43
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,6.8
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.65
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,6.8
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.43
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.17
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,8.23
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.78
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7
NuevoLeon,Monterrey,2011,Big Retail Store,7.78
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.3
Tamaulipas,Matamoros,2011,Big Retail Store,7.83
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.92
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.37
Sonora,Nogales,2011,Big Retail Store,7.63
Tamaulipas,Matamoros,2011,Big Retail Store,7.83
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.1
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.83
NuevoLeon,Monterrey,2011,Big Retail Store,7.92
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.47
Sonora,Nogales,2011,Big Retail Store,7.98
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.3
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.83
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.47
Sonora,Nogales,2011,Big Retail Store,8.12
Tamaulipas,Matamoros,2011,Big Retail Store,7.5
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,7.3
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.77
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.47
Sonora,Nogales,2011,Big Retail Store,8.12
Tamaulipas,Matamoros,2011,Big Retail Store,7.83
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,8.43
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.63
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.47
Sonora,Nogales,2011,Big Retail Store,7.98
Tamaulipas,Matamoros,2011,Big Retail Store,7.83
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,8.43
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.5
NuevoLeon,Monterrey,2011,Big Retail Store,7.77
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.47
Sonora,Nogales,2011,Big Retail Store,8.32
Tamaulipas,Matamoros,2011,Big Retail Store,7.83
Tamaulipas,Reynosa,2011,Big Retail Store,8.43
BajaCalifornia,Mexicali,2011,Big Retail Store,8.43
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.83
NuevoLeon,Monterrey,2011,Big Retail Store,8.3
Sonora,Cd. Obregón,2011,Big Retail Store,7.13
Coahuila,Saltillo,2011,Big Retail Store,7.97
Sonora,Nogales,2011,Big Retail Store,8.32
Tamaulipas,Matamoros,2011,Big Retail Store,7.83
Tamaulipas,Reynosa,2011,Big Retail Store,8.76
BajaCalifornia,Mexicali,2011,Big Retail Store,8.43
Chihuahua,Cd. Juárez,2011,Big Retail Store,7.83
NuevoLeon,Monterrey,2011,Big Retail Store,7.97
